text,label,value
근로자의 날과 법정 공휴일을 휴일로 한다.,employment.holidays,근로자의 날과 법정 공휴일
"차임은 매월 말일 600,000원이다.",housing.monthly_rent,"매월 말일 600,000원"
급여 지급일·방법: 매월 말일 현금으로 지급,employment.pay_date,매월 말일 현금으로 지급
연차휴가 :  연 15일을 부여한다,employment.annual_leave,연 15일을 부여한다
계약 당사자는 사업자 예시회사와 이용자 김예시로 한다.,contract.parties,사업자 예시회사와 이용자 김예시
공용관리비: 실비 정산,housing.management_fee,실비 정산
"임차인은 1억 5,000만원을 보증금으로 지급한다.",housing.deposit,"1억 5,000만원"
근로계약 당사자는 사업주 박대표 및 직원 이근로이다.,employment.parties,사업주 박대표 및 직원 이근로
계약 당사자는 갑 주식회사 예시와 을 김고객로 한다.,contract.parties,갑 주식회사 예시와 을 김고객
기타 정하지 않은 사항은 상호 협의한다.,other,
임대인은 퇴거와 동시에 정산하여 지급한다.,housing.deposit_return,퇴거와 동시에 정산하여 지급한다
급여 지급일·방법: 매월 25일 근로자 계좌로 지급,employment.pay_date,매월 25일 근로자 계좌로 지급
휴식 시간 :  오후 3시부터 3시 30분까지,employment.break_time,오후 3시부터 3시 30분까지
본 계약은 상호 신뢰를 바탕으로 성실히 이행한다.,other,
해제·해지 조건 :  30일 전 통지로 종료할 수 있다,contract.termination,30일 전 통지로 종료할 수 있다
연차휴가 :  연 15일을 부여한다,employment.annual_leave,연 15일을 부여한다
월세:  월  75만원,housing.monthly_rent,월 75만원
계약 해지는 상대방이 의무를 위반하면 서면 통지 후 해지할 수 있다.,contract.termination,상대방이 의무를 위반하면 서면 통지 후 해지할 수 있다
지체일수마다 대금의 0.1%를 지급한다.,contract.damages,지체일수마다 대금의 0.1%를 지급한다
사업주 박대표 및 직원 이근로 사이에 근로계약을 체결한다.,employment.parties,사업주 박대표 및 직원 이근로
연차 유급휴가는 연 15일을 부여한다.,employment.annual_leave,연 15일을 부여한다
서울  본사에서  근무한다.,employment.workplace,서울 본사
월요일부터 금요일에 근무한다.,employment.work_days,월요일부터 금요일
부산광역시 예시동 200번지 아파트 301호를 임대 목적물로 한다.,housing.property,부산광역시 예시동 200번지 아파트 301호
사용자 예시회사와 근로자 김예시 사이에 근로계약을 체결한다.,employment.parties,사용자 예시회사와 근로자 김예시
주휴일은 매주 일요일이다.,employment.holidays,매주 일요일
"계약 대금은 월 100,000원을 매월 25일 지급한다.",contract.payment,"월 100,000원을 매월 25일 지급"
"월  기본급  3,000,000원을  지급한다.",employment.wage,"월 기본급 3,000,000원"
하자 보수: 소모품은 임차인이 교체한다,housing.repairs,소모품은 임차인이 교체한다
위약금  조건:  귀책  당사자가  직접  손해를  배상한다,contract.damages,귀책 당사자가 직접 손해를 배상한다
소정근로시간은 오전 9시부터 오후 6시까지이다.,employment.work_hours,오전 9시부터 오후 6시까지
하자 보수: 주요 설비는 임대인이 수선한다,housing.repairs,주요 설비는 임대인이 수선한다
임대인·임차인 :  소유자 박임대 및 세입자 이임차,housing.parties,소유자 박임대 및 세입자 이임차
2026년 7월 1일부터 2027년 6월 30일까지 동안 근무한다.,employment.term,2026년 7월 1일부터 2027년 6월 30일까지
유급 휴일: 근로자의 날과 법정 공휴일,employment.holidays,근로자의 날과 법정 공휴일
근로계약 기간은 기간의 정함이 없음이다.,employment.term,기간의 정함이 없음
근로기준법에 따라 부여한다.,employment.annual_leave,근로기준법에 따라 부여한다
당사자: 사업자 예시회사와 이용자 김예시,contract.parties,사업자 예시회사와 이용자 김예시
월세는 매달 10일에 납부한다.,housing.payment_date,매달 10일
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
월세는 매월 말일에 납부한다.,housing.payment_date,매월 말일
"임대할 주택은 서울특별시 예시구 예시로 100, 101호이다.",housing.property,"서울특별시 예시구 예시로 100, 101호"
당사자는 개인정보를 안전하게 관리한다.,other,
"임차인은 100,000,000원을 보증금으로 지급한다.",housing.deposit,"100,000,000원"
회사 지정 사업장에서 근무한다.,employment.workplace,회사 지정 사업장
소정근로시간은 1일 8시간 주 40시간이다.,employment.work_hours,1일 8시간 주 40시간
소유자 박임대 및 세입자 이임차 사이에 임대차계약을 체결한다.,housing.parties,소유자 박임대 및 세입자 이임차
소정근로시간은 오전 9시부터 오후 6시까지이다.,employment.work_hours,오전 9시부터 오후 6시까지
임대인은 퇴거와 동시에 정산하여 지급한다.,housing.deposit_return,퇴거와 동시에 정산하여 지급한다
"시간급  12,000원을  지급한다.",employment.wage,"시간급 12,000원"
업무  내용:  매장  판매  업무,employment.duties,매장 판매 업무
"보수 및 지급 조건 :  총 3,000,000원을 검수 후 지급",contract.payment,"총 3,000,000원을 검수 후 지급"
근로계약  기간은  2026년  7월  1일부터  2027년  6월  30일까지이다.,employment.term,2026년 7월 1일부터 2027년 6월 30일까지
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
사업자 예시회사와 이용자 김예시 사이에 계약을 체결한다.,contract.parties,사업자 예시회사와 이용자 김예시
매월 말일 현금으로 지급한다.,employment.pay_date,매월 말일 현금으로 지급
근로자의 날과 법정 공휴일을 휴일로 한다.,employment.holidays,근로자의 날과 법정 공휴일
임대인은  목적물을  인도받는  즉시  반환한다.,housing.deposit_return,목적물을 인도받는 즉시 반환한다
근로기준법에  따라  부여한다.,employment.annual_leave,근로기준법에 따라 부여한다
임대인·임차인 :  소유자 박임대 및 세입자 이임차,housing.parties,소유자 박임대 및 세입자 이임차
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
관리비는 실비 정산이다.,housing.management_fee,실비 정산
기타 정하지 않은 사항은 상호 협의한다.,other,
"월세:  매월  500,000원",housing.monthly_rent,"매월 500,000원"
임차인은  월  75만원을  지급한다.,housing.monthly_rent,월 75만원
본 계약은 상호 신뢰를 바탕으로 성실히 이행한다.,other,
반려동물  사육은  사전  동의를  받는다는  별도  특약으로  정한다.,housing.special_terms,반려동물 사육은 사전 동의를 받는다
본 계약은 상호 신뢰를 바탕으로 성실히 이행한다.,other,
당사자는 개인정보를 안전하게 관리한다.,other,
휴게시간은 근로 도중 1시간이다.,employment.break_time,근로 도중 1시간
계약서 두 부를 작성하여 각각 한 부씩 보관한다.,other,
근로계약  당사자는  사용자  예시회사와  근로자  김예시이다.,employment.parties,사용자 예시회사와 근로자 김예시
임대할 주택은 부산광역시 예시동 200번지 아파트 301호이다.,housing.property,부산광역시 예시동 200번지 아파트 301호
재판 관할: 서울중앙지방법원을 관할 법원으로 한다,contract.dispute,서울중앙지방법원을 관할 법원으로 한다
계약 기간은 2026년 7월 1일부터 2027년 6월 30일까지로 한다.,contract.term,2026년 7월 1일부터 2027년 6월 30일까지
손해배상은  귀책  당사자가  직접  손해를  배상한다.,contract.damages,귀책 당사자가 직접 손해를 배상한다
당사자는 개인정보를 안전하게 관리한다.,other,
계약 당사자는 소유자 박임대 및 세입자 이임차이다.,housing.parties,소유자 박임대 및 세입자 이임차
기타 정하지 않은 사항은 상호 협의한다.,other,
고용 기간 :  기간의 정함이 없음,employment.term,기간의 정함이 없음
근로 도중 1시간 자유롭게 이용한다.,employment.break_time,근로 도중 1시간
유급 휴일 :  토요일과 일요일,employment.holidays,토요일과 일요일
주요  설비는  임대인이  수선한다.,housing.repairs,주요 설비는 임대인이 수선한다
수선 책임은 소모품은 임차인이 교체한다.,housing.repairs,소모품은 임차인이 교체한다
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
임대인은  목적물을  인도받는  즉시  반환한다.,housing.deposit_return,목적물을 인도받는 즉시 반환한다
"서울특별시 예시구 예시로 100, 101호를 임대 목적물로 한다.",housing.property,"서울특별시 예시구 예시로 100, 101호"
급여 지급일·방법: 매월 말일 현금으로 지급,employment.pay_date,매월 말일 현금으로 지급
휴게시간은  12시부터  13시까지이다.,employment.break_time,12시부터 13시까지
기타 정하지 않은 사항은 상호 협의한다.,other,
월세는 매월 25일에 납부한다.,housing.payment_date,매월 25일
사용자·근로자: 사용자 예시회사와 근로자 김예시,employment.parties,사용자 예시회사와 근로자 김예시
차임 지급일은 매월 25일이다.,housing.payment_date,매월 25일
"보수 및 지급 조건: 총 3,000,000원을 검수 후 지급",contract.payment,"총 3,000,000원을 검수 후 지급"
임대인은 목적물을 인도받는 즉시 반환한다.,housing.deposit_return,목적물을 인도받는 즉시 반환한다
휴게시간은 오후 3시부터 3시 30분까지이다.,employment.break_time,오후 3시부터 3시 30분까지
사용자  예시회사와  근로자  김예시  사이에  근로계약을  체결한다.,employment.parties,사용자 예시회사와 근로자 김예시
당사자는 개인정보를 안전하게 관리한다.,other,
관리비는 매월 15만원이다.,housing.management_fee,매월 15만원
"계약  대금은  월  100,000원을  매월  25일  지급한다.",contract.payment,"월 100,000원을 매월 25일 지급"
예시구 고객지원센터에서 근무한다.,employment.workplace,예시구 고객지원센터
지급 기일 :  매달 10일,housing.payment_date,매달 10일
보증금 반환은 목적물을 인도받는 즉시 반환한다.,housing.deposit_return,목적물을 인도받는 즉시 반환한다
근무 시간 :  1일 8시간 주 40시간,employment.work_hours,1일 8시간 주 40시간
매월  25일  근로자  계좌로  지급한다.,employment.pay_date,매월 25일 근로자 계좌로 지급
"임차보증금은  1억  5,000만원으로  정한다.",housing.deposit,"1억 5,000만원"
계약서 두 부를 작성하여 각각 한 부씩 보관한다.,other,
임차인은  오천만원을  보증금으로  지급한다.,housing.deposit,오천만원
해제·해지  조건:  상대방이  의무를  위반하면  서면  통지  후  해지할  수  있다,contract.termination,상대방이 의무를 위반하면 서면 통지 후 해지할 수 있다
보증금  반환은  목적물을  인도받는  즉시  반환한다.,housing.deposit_return,목적물을 인도받는 즉시 반환한다
계약 존속기간 :  입주일부터 2년,housing.term,입주일부터 2년
근로계약 기간은 기간의 정함이 없음이다.,employment.term,기간의 정함이 없음
근무  시간:  오전  9시부터  오후  6시까지,employment.work_hours,오전 9시부터 오후 6시까지
"임차보증금은 100,000,000원으로 정한다.",housing.deposit,"100,000,000원"
고용 기간: 기간의 정함이 없음,employment.term,기간의 정함이 없음
"임금은 월 기본급 3,000,000원이다.",employment.wage,"월 기본급 3,000,000원"
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
본 계약은 상호 신뢰를 바탕으로 성실히 이행한다.,other,
위약금  조건:  귀책  당사자가  직접  손해를  배상한다,contract.damages,귀책 당사자가 직접 손해를 배상한다
계약서 두 부를 작성하여 각각 한 부씩 보관한다.,other,
계약 해지는 30일 전 통지로 종료할 수 있다.,contract.termination,30일 전 통지로 종료할 수 있다
반려동물 사육은 사전 동의를 받는다는 별도 특약으로 정한다.,housing.special_terms,반려동물 사육은 사전 동의를 받는다
지급  기일:  매월  말일,housing.payment_date,매월 말일
유효 기간 :  계약 체결일부터 12개월,contract.term,계약 체결일부터 12개월
"을에게  월  100,000원을  매월  25일  지급한다.",contract.payment,"월 100,000원을 매월 25일 지급"
"임차인은 매월 500,000원을 지급한다.",housing.monthly_rent,"매월 500,000원"
고용 기간: 2026년 7월 1일부터 2027년 6월 30일까지,employment.term,2026년 7월 1일부터 2027년 6월 30일까지
특약사항: 반려동물 사육은 사전 동의를 받는다,housing.special_terms,반려동물 사육은 사전 동의를 받는다
30일 전 통지로 종료할 수 있다.,contract.termination,30일 전 통지로 종료할 수 있다
소정근로시간은 1일 8시간 주 40시간이다.,employment.work_hours,1일 8시간 주 40시간
소유자 박임대 및 세입자 이임차 사이에 임대차계약을 체결한다.,housing.parties,소유자 박임대 및 세입자 이임차
매월 25일 근로자 계좌로 지급한다.,employment.pay_date,매월 25일 근로자 계좌로 지급
2026년 7월 1일부터 2027년 6월 30일까지 동안 계약은 유효하다.,contract.term,2026년 7월 1일부터 2027년 6월 30일까지
보증금 반환은 퇴거와 동시에 정산하여 지급한다.,housing.deposit_return,퇴거와 동시에 정산하여 지급한다
담당 업무는 매장 판매 업무이다.,employment.duties,매장 판매 업무
고용 기간: 기간의 정함이 없음,employment.term,기간의 정함이 없음
손해배상은  귀책  당사자가  직접  손해를  배상한다.,contract.damages,귀책 당사자가 직접 손해를 배상한다
오전  9시부터  오후  6시까지  근무한다.,employment.work_hours,오전 9시부터 오후 6시까지
위약금 조건 :  지체일수마다 대금의 0.1%를 지급한다,contract.damages,지체일수마다 대금의 0.1%를 지급한다
본 계약은 상호 신뢰를 바탕으로 성실히 이행한다.,other,
업무 내용 :  매장 판매 업무,employment.duties,매장 판매 업무
지급 기일: 매달 10일,housing.payment_date,매달 10일
"임대할  주택은  서울특별시  예시구  예시로  100,  101호이다.",housing.property,"서울특별시 예시구 예시로 100, 101호"
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
업무 내용: 고객 상담과 문서 관리,employment.duties,고객 상담과 문서 관리
주휴일은 토요일과 일요일이다.,employment.holidays,토요일과 일요일
임차보증금은  오천만원으로  정한다.,housing.deposit,오천만원
계약 당사자는 사업자 예시회사와 이용자 김예시로 한다.,contract.parties,사업자 예시회사와 이용자 김예시
반환 조건 :  퇴거와 동시에 정산하여 지급한다,housing.deposit_return,퇴거와 동시에 정산하여 지급한다
"임금은 월 기본급 3,000,000원이다.",employment.wage,"월 기본급 3,000,000원"
차임 지급일은 매월 말일이다.,housing.payment_date,매월 말일
소정근로일: 주 5일,employment.work_days,주 5일
입주일부터 2년 동안 임대한다.,housing.term,입주일부터 2년
계약  목적은  온라인  정보  제공  서비스이다.,contract.subject,온라인 정보 제공 서비스
문서의 제목과 조 번호는 편의를 위한 것이다.,other,
임차인이 실비 정산의 관리비를 부담한다.,housing.management_fee,실비 정산
지급 기일: 매월 25일,housing.payment_date,매월 25일
지체일수마다 대금의 0.1%를 지급한다.,contract.damages,지체일수마다 대금의 0.1%를 지급한다
웹사이트 유지보수 용역를 계약 대상으로 한다.,contract.subject,웹사이트 유지보수 용역
계약 목적은 제품 공급 업무이다.,contract.subject,제품 공급 업무
주휴일은 매주 일요일이다.,employment.holidays,매주 일요일
상대방이  의무를  위반하면  서면  통지  후  해지할  수  있다.,contract.termination,상대방이 의무를 위반하면 서면 통지 후 해지할 수 있다
지체일수마다 대금의 0.1%를 지급한다.,contract.damages,지체일수마다 대금의 0.1%를 지급한다
소유자 박임대 및 세입자 이임차 사이에 임대차계약을 체결한다.,housing.parties,소유자 박임대 및 세입자 이임차
지급 기일 :  매월 말일,housing.payment_date,매월 말일
"임차인이 월 100,000원의 관리비를 부담한다.",housing.management_fee,"월 100,000원"
반환 조건: 퇴거와 동시에 정산하여 지급한다,housing.deposit_return,퇴거와 동시에 정산하여 지급한다
온라인 정보 제공 서비스를 계약 대상으로 한다.,contract.subject,온라인 정보 제공 서비스
분쟁 해결은 서울중앙지방법원을 관할 법원으로 한다.,contract.dispute,서울중앙지방법원을 관할 법원으로 한다
